case_number,category,description,location_address,latitude,longitude,incident_date,province,city,hour,day_of_week,time_period
CR-2025-000162,FRAUD,I received a phone call early morning around 6 AM from someone claiming to be from NBP bank security department. The caller spoke very professionally and said there was suspicious activity on my account that required immediate verification. Being frightened I gave them my account number and the OTP that came on my phone. Within 10 minutes Rs. 260000 was transferred out of my account in multiple transactions. When I called the real NBP helpline they confirmed it was a scam. I am a retired government officer from Satellite Town Gujranwala and this was my pension savings. I have call records and transaction details as evidence.,"Plot 439, Block F, Satellite Town, near the college, Gujranwala",32.189021,74.162148,2025-09-30 15:30:11+00:00,Punjab,Gujranwala,15,1,afternoon
CR-2025-000163,THEFT,My gold chain was snatched early morning around 6 AM near Susan Road Faisalabad while I was walking home from the market. Two men on a Suzuki GD-110 approached me from behind. The pillion rider grabbed my gold chain with such force that it left scratches on my neck. They sped away before anyone could react. My chain was approximately 10 tola worth around Rs. 2000000. I have visible marks on my neck from the forceful snatching. Several people nearby tried to chase them but they escaped quickly into a side street.,"Plot 269, Block F, Susan Road, close to the market, Faisalabad",31.431967,73.112223,2025-05-07 21:43:58+00:00,Punjab,Faisalabad,21,2,evening
CR-2025-000164,FRAUD,I lost Rs. 215000 to an online scammer on OLX Pakistan. They were advertising an Oppo Reno 10 at an attractive price. After negotiating on WhatsApp I was convinced to pay in advance via JazzCash. They promised delivery through courier within 3 days. The tracking number provided was fake and the product never arrived. The seller has disappeared and all contact numbers are unreachable. I have saved all chat history and payment receipts from my residence in Gulberg III Lahore. This was clearly a planned fraud.,"Plot 356, Block , Gulberg III, close to the market, Lahore",31.513322,74.323709,2025-12-21 12:58:29+00:00,Punjab,Lahore,12,6,afternoon
CR-2025-000165,ASSAULT,At evening around 5:30 PM near Green Town Lahore on the main road I was assaulted by a gang of young men for no apparent reason. I was walking to my car after having dinner when they surrounded me. They appeared drunk and aggressive looking for trouble. Without any provocation they started hitting me with danda sticks and their fists while laughing. I fell to the ground and they continued kicking me. The attack stopped only when some passersby intervened. I have multiple fractures and was hospitalized. They fled on motorcycles. At least 6-7 boys were involved all appearing to be in their early 20s.,"Shop 63, Green Town Commercial Area, near the petrol pump, Lahore",31.492912,74.362156,2024-11-09 18:40:41+00:00,Punjab,Lahore,18,5,evening
CR-2025-000166,HARASSMENT,Someone has been blackmailing me using fake social media profiles since the past two weeks. They have created multiple fake Facebook accounts using my photos and are threatening to send morphed pictures to my relatives and colleagues unless I pay Rs. 191126. They call from unknown numbers at all hours. I am a student living in Gulberg III Lahore and this is destroying my reputation and mental health. I have screenshots of all the threatening messages and fake profiles. I suspect it might be someone who knows me personally as they have information about my daily routine.,"Shop 76, Gulberg III Commercial Area, near the shopping plaza, Lahore",31.470369,74.343524,2025-02-07 10:36:00+00:00,Punjab,Lahore,10,4,morning
CR-2025-000167,THEFT,I am reporting theft of my bicycle imported racing bike from Abdullah Garden Faisalabad. The vehicle was parked outside my workplace around noon when it was stolen. The registration is FSD-3623 and the vehicle is worth Rs. 55000. I had locked it properly but the lock was broken. The security guard said he did not notice anything suspicious. I suspect a gang is operating in this area as several vehicles have been stolen recently.,"393-J, Main Road, Abdullah Garden, close to the pharmacy, Faisalabad",31.37837,73.106798,2025-01-03 21:45:19+00:00,Punjab,Faisalabad,21,4,evening
CR-2025-000168,FRAUD,I am reporting employment fraud. I received a call about a job opportunity at a bank after applying online. I went for an interview at their office in Millat Town Faisalabad which looked legitimate. After three interview rounds I was offered the position with good salary. They asked for Rs. 60000 as training fee which they said would be adjusted in first salary. I paid the amount but the joining date kept getting postponed. Finally when I visited the office it was empty and permanently closed. I have the fake offer letter and payment receipts as evidence.,"Shop 89, Millat Town Commercial Area, opposite the bank, Faisalabad",31.391398,73.117642,2025-01-02 20:30:13+00:00,Punjab,Faisalabad,20,3,evening
CR-2025-000169,ROBBERY,I was robbed at gunpoint early morning around 6 AM while walking home near Batala Colony Faisalabad. Two men on a Road Prince motorcycle stopped me and the pillion rider pointed a black pistol at my chest. They demanded my wallet phone and watch threatening to harm me if I resisted. I handed over approximately Rs. 45000 in cash my Oppo Reno 10 worth Rs. 200000 and my wristwatch. They also took my gold chain from around my neck. They fled towards the main road at high speed. I was too terrified to get a good look at their faces but the gunman was a muscular individual and person around 25-30 years old.,"Plot 262, Block C, Batala Colony, opposite the bank, Faisalabad",31.402682,73.061323,2025-09-22 22:36:27+00:00,Punjab,Faisalabad,22,0,evening
CR-2025-000170,FRAUD,I lost Rs. 500000 in a fraudulent investment scheme operated from an office in Gulfishan Colony Faisalabad. The operator promised guaranteed 24 percent monthly returns on investment in import-export business. Initially I invested a smaller amount and received returns which built my trust. Encouraged I invested Rs. 500000 more over several months. After my final large investment the person stopped answering calls. When I went to the office it was closed and neighbors said he had left town. Multiple other investors from the area have also been defrauded. We have formed a group and have all transaction documents.,"House 480, Street 44, Block J, Gulfishan Colony, Faisalabad",31.462914,73.079458,2025-02-22 14:43:49+00:00,Punjab,Faisalabad,14,5,afternoon
CR-2025-000171,ROBBERY,I was robbed at gunpoint morning around 8 AM outside my textile factory gate in Small Industrial Estate Gujranwala. I had just arrived with Rs. 300000 cash for weekly wages when a white Suzuki Mehran pulled up behind my car. Three masked men jumped out one pointing a pistol at me. They demanded the cash bag which I was forced to hand over immediately. They also took my mobile phone and gold chain. The whole incident lasted less than 3 minutes and they sped away towards the main road. They seemed to know exactly when and how much cash I would be carrying suggesting inside information.,"Shop 41, Small Industrial Estate Commercial Area, near the main mosque, Gujranwala",32.141213,74.183367,2025-09-26 07:12:11+00:00,Punjab,Gujranwala,7,4,morning
CR-2025-000172,ROBBERY,I am reporting an armed robbery that occurred morning around 8 AM near Bhatti Gate Lahore. While I was walking back from the market a Road Prince motorcycle blocked my path. The rider showed me a revolver and demanded everything I had. I gave them my wallet containing Rs. 65000 my iPhone 14 Pro and gold ring. The suspect was a tall thin individual man in his late 20s. They escaped quickly and I was left stranded and traumatized. There were no witnesses around to help me. I immediately called police helpline after the incident.,"House 315-J, Street 38, Bhatti Gate, behind the restaurant, Lahore",31.524456,74.226557,2025-01-25 11:52:02+00:00,Punjab,Lahore,11,5,morning
CR-2025-000173,ROBBERY,My electronics shop in DHA Phase 3 Lahore was robbed around 11 PM by three armed men as I was preparing to close. They entered with faces covered and one was carrying a large knife about 6 inches. They forced me to hand over all the cash in the register which was about Rs. 295000 and took valuable merchandise worth additional Rs. 129463. The robbery lasted about 5-8 minutes during which they threatened to harm me if I called for help. They fled on a motorcycle without number plate. I have partial CCTV footage that may help identify them.,"Flat 1009, Central Heights, DHA Phase 3, Lahore",31.572671,74.258718,2025-07-07 23:55:35+00:00,Punjab,Lahore,23,0,evening
CR-2025-000174,BURGLARY,Our house in Rehmanpura Faisalabad was burglarized on the weekend while our entire family was attending a wedding. The burglars entered by breaking the lock of the back door. They ransacked all bedrooms and broke open the jewelry box and safe. They stole gold jewelry worth approximately 4 tola Rs. 420000 cash and multiple electronics including laptops and tablets. They left large items suggesting they knew exactly what to take. Our CCTV cable was cut from outside before the break-in. A neighbor mentioned seeing a white Suzuki Bolan parked nearby around midnight. Total loss is approximately Rs. 1220000. This was clearly a professional job.,"Flat 601, Al-Fatah Heights, Rehmanpura, Faisalabad",31.448061,73.120744,2025-04-12 05:04:19+00:00,Punjab,Faisalabad,5,5,late_night
